5	1	2	3	4	5																																																																																																					
3	1	2	2																																																																																																							
93	18	9	8	14	9	24	42	12	9	6	41	19	3	39	15	27	48	39	9	41	3	40	0	34	44	47	10	16	29	42	43	31	10	45	0	26	32	44	45	33	36	35	28	5	10	29	0	10	20	6	14	37	45	19	40	5	26	9	25	21	16	27	39	18	31	37	6	41	10	42	5	0	8	48	25	30	48	27	40	12	8	36	3	3	43	13	44	25	2	50	28	33	5													
44	45	40	14	30	50	13	18	27	27	26	3	24	4	50	3	32	25	49	17	21	2	3	43	36	4	16	22	42	6	3	34	22	17	13	41	26	44	49	29	12	0	22	40	49																																																														
40	12	11	2	46	27	33	42	14	27	14	22	4	0	18	49	9	24	50	31	13	46	3	32	38	28	3	0	4	44	21	28	22	24	14	47	40	24	48	45	0																																																																		
54	7	39	42	9	19	43	27	32	7	10	38	13	38	18	0	48	46	31	41	36	13	38	32	31	20	19	49	13	34	12	3	8	48	33	8	14	22	22	7	9	49	47	36	22	27	14	45	41	25	33	0	12	48	49																																																				
43	23	40	21	28	41	23	42	1	15	17	20	16	33	11	29	49	11	19	23	32	11	10	46	44	15	7	40	48	39	41	26	26	34	36	24	15	30	6	40	34	24	44	18																																																															
86	39	43	2	6	38	1	31	41	33	8	7	43	35	37	26	21	26	18	46	12	0	17	21	19	38	36	11	30	40	3	50	4	9	5	9	41	29	41	9	37	16	1	35	29	39	38	36	27	1	43	11	29	1	5	44	14	44	3	23	11	6	13	49	36	4	50	11	19	28	6	37	12	34	39	23	25	34	34	24	16	27	18	18	22	33	36																				
98	42	26	21	34	15	17	11	10	35	9	28	5	13	44	41	18	23	11	14	13	23	20	39	26	14	36	44	34	22	26	50	8	1	11	37	50	39	16	21	21	50	29	6	24	33	28	38	4	49	24	42	16	38	30	44	42	49	40	28	6	20	30	26	39	40	13	31	41	0	29	14	31	26	45	30	38	19	47	34	45	14	26	43	22	40	42	9	16	30	29	15	43	5	31	15	36	38	0								
57	31	17	16	41	14	18	27	26	1	31	48	21	9	47	30	13	8	28	42	39	25	46	34	32	49	27	44	23	19	42	47	21	48	28	12	39	11	26	47	35	25	8	28	26	1	27	18	12	45	40	0	5	7	24	31	15	48																																																	
70	3	26	16	26	8	45	32	35	40	14	14	36	4	2	46	29	10	10	0	23	26	28	44	36	35	50	43	38	3	16	2	44	30	36	4	50	35	49	38	29	39	34	44	4	12	0	8	22	42	34	18	39	43	11	41	40	14	34	10	19	44	12	17	6	29	34	46	48	4	31																																				
32	41	32	2	26	15	18	14	42	21	33	10	15	26	50	37	29	50	14	35	25	14	44	25	44	19	39	31	16	30	37	24	29																																																																										
89	23	10	25	7	13	45	33	6	32	36	23	33	38	6	7	37	0	13	14	33	32	5	39	34	47	29	48	29	18	5	24	29	12	21	47	0	5	0	39	43	25	22	33	19	44	49	30	40	48	19	33	46	38	15	28	49	13	50	26	4	43	21	48	3	25	3	20	18	8	38	36	47	25	19	11	46	34	34	3	34	3	47	39	41	8	14	39	17	43																	
63	14	15	18	26	12	43	34	9	44	39	12	31	36	16	44	17	25	14	40	14	40	13	50	29	2	37	32	46	42	45	15	42	41	41	27	7	33	12	43	45	28	3	21	40	35	37	6	8	44	48	7	40	0	45	7	50	3	1	44	23	2	35	38																																											
24	9	29	4	33	10	9	38	16	27	30	46	41	38	22	37	12	1	19	22	26	23	40	49	28																																																																																		
74	43	16	45	48	42	38	27	19	34	2	40	18	46	42	18	16	1	12	33	9	26	13	19	11	21	8	26	21	3	20	10	10	0	33	19	14	18	21	44	27	35	48	17	15	1	14	12	36	15	14	45	27	43	6	14	2	24	26	12	47	35	21	45	32	18	49	6	12	24	34	2	46	41	13																																
39	32	30	11	16	35	47	28	37	46	20	5	8	9	25	28	15	39	29	43	26	5	36	33	36	21	13	33	20	46	23	33	19	45	29	44	30	22	38	23																																																																			
94	6	11	7	41	22	26	39	16	36	24	48	21	25	8	44	29	41	31	23	1	11	23	3	37	20	2	33	7	16	33	29	35	27	27	34	7	50	2	16	9	16	21	46	0	14	35	8	36	10	6	48	38	8	31	8	26	29	2	28	2	18	28	6	3	37	46	3	40	44	33	41	50	32	16	17	3	12	48	22	48	39	49	0	18	46	29	10	6	4	21	12	27	8	24												
57	32	45	36	18	14	38	32	30	35	35	31	36	43	5	43	16	31	43	30	40	1	4	36	21	45	14	3	33	1	44	44	2	6	7	23	44	42	42	14	32	11	50	30	42	46	29	29	37	16	2	15	30	2	42	46	22	33																																																	
80	8	29	2	7	48	16	9	11	18	8	11	23	22	34	0	13	9	8	47	22	41	23	11	21	4	34	16	35	32	26	38	10	1	38	49	9	48	22	30	41	12	30	17	47	22	5	20	11	38	20	1	27	30	46	7	49	27	13	10	0	5	5	13	8	36	29	49	23	40	46	32	3	33	42	33	2	42	39	20	33																										
56	50	19	38	13	1	8	15	33	47	34	25	46	21	31	25	8	50	20	14	21	47	0	42	3	10	35	20	22	46	43	34	47	10	31	38	39	29	10	15	20	47	22	10	15	47	11	29	1	44	20	10	38	6	24	46	17																																																		
84	0	3	25	11	48	31	43	42	42	14	43	7	19	11	1	23	5	40	42	4	48	43	46	40	18	19	28	46	44	8	18	36	47	32	40	9	18	26	26	4	3	2	3	34	1	27	47	0	15	46	7	42	40	38	6	2	28	50	29	41	48	12	43	27	7	50	17	31	4	12	43	28	17	33	49	16	48	22	25	0	8	15	50	2																						
66	21	29	36	34	18	19	40	14	22	0	37	8	46	24	3	13	21	50	36	39	29	37	45	49	20	35	41	45	27	10	32	6	11	44	4	30	34	12	29	7	6	3	47	27	18	6	17	18	8	39	7	17	41	18	27	0	29	36	30	29	5	6	15	2	45	25																																								
17	6	8	4	14	14	26	48	4	12	44	22	6	36	21	7	50	28																																																																																									
63	47	24	40	49	29	24	38	2	24	11	45	45	43	44	14	37	7	42	25	11	37	2	48	34	34	38	16	11	40	25	25	49	22	1	9	40	6	33	29	46	13	22	29	30	18	24	47	45	26	45	48	6	24	19	50	32	8	49	2	14	37	49	23																																											
69	22	1	30	29	32	22	4	33	48	13	33	22	35	27	20	5	22	48	18	40	8	36	36	5	16	16	11	17	44	33	37	37	16	44	45	16	47	18	0	9	40	33	4	26	40	38	45	32	31	19	13	27	16	24	50	23	45	22	8	12	0	29	36	38	5	41	36	48	6																																					
42	31	2	35	1	19	18	32	40	30	15	21	20	26	13	28	0	11	37	28	9	17	28	32	28	27	49	28	40	3	11	32	17	13	16	8	10	4	34	23	48	24	9																																																																
15	20	47	26	30	37	49	31	31	33	48	4	25	45	42	34																																																																																											
47	49	8	47	14	43	32	48	25	50	26	14	6	50	3	6	32	49	24	43	18	37	33	32	26	12	21	25	36	44	21	37	40	6	16	5	40	40	22	48	37	8	14	5	39	25	30	33																																																											
77	38	16	43	44	12	28	1	47	14	16	33	8	5	1	0	4	11	48	29	6	41	13	45	37	43	25	16	8	33	12	20	44	43	17	40	43	22	32	4	17	44	36	24	15	39	7	35	20	13	9	47	2	46	36	6	40	43	6	27	1	34	1	21	28	23	7	31	35	3	32	23	50	37	38	0	31	4																													
28	20	13	19	38	25	30	2	36	35	50	21	19	23	17	46	21	0	14	14	39	20	20	33	24	33	26	41	29																																																																														
25	18	0	40	34	31	12	18	26	50	49	9	39	12	31	35	8	38	17	9	47	20	50	8	30	16																																																																																	
16	37	22	21	43	10	4	29	4	10	27	42	38	16	5	28	21																																																																																										
33	31	35	39	19	5	38	49	16	21	39	28	16	49	42	9	29	35	40	12	0	48	9	44	32	13	32	7	25	39	4	35	21	42																																																																									
92	7	26	44	24	18	10	4	36	33	47	30	44	28	17	7	49	22	33	40	11	35	1	36	20	33	29	46	40	19	30	21	5	48	35	4	18	28	18	40	0	29	0	25	30	25	38	30	8	11	26	43	46	12	6	50	37	50	40	30	29	45	23	18	37	37	45	48	46	30	13	13	26	6	47	28	19	13	34	3	5	39	2	23	40	23	1	34	32	45	26	9	21														
69	24	11	47	10	39	6	6	10	14	19	24	13	44	16	44	15	21	34	38	28	11	17	43	32	31	50	45	4	46	24	15	42	13	42	39	47	30	44	41	28	31	19	27	21	16	1	22	16	33	23	14	50	25	34	1	8	12	16	18	5	26	31	23	15	0	36	24	19	26																																					
85	23	15	6	17	31	24	22	17	27	42	10	19	4	4	47	14	50	44	25	43	30	16	28	42	31	26	41	39	18	0	1	14	48	2	37	33	2	36	44	34	10	15	33	22	19	47	48	34	49	20	45	5	6	14	43	35	11	26	26	13	26	8	20	17	6	32	15	19	49	24	9	15	12	14	38	17	9	17	7	18	11	43	1	21	0																					
56	35	37	13	4	45	21	3	31	15	23	49	30	22	24	13	16	8	15	42	0	40	23	4	28	14	5	22	11	45	11	44	25	23	40	11	41	39	3	7	28	19	30	17	3	6	12	15	40	21	42	35	7	25	28	22	20																																																		
59	12	48	48	25	47	31	14	15	46	2	18	33	19	9	5	26	45	43	22	43	19	17	11	38	17	16	12	17	38	16	10	13	30	3	37	33	45	23	32	41	42	12	3	45	46	10	37	22	17	10	5	34	6	8	17	20	43	4	2																																															
21	35	40	25	45	0	15	25	30	20	33	0	20	12	23	43	25	18	4	28	31	50																																																																																					
54	13	0	28	33	13	35	39	3	45	41	45	32	16	17	36	25	42	18	45	6	25	27	38	46	44	46	15	26	46	19	48	27	38	43	45	28	27	2	42	10	17	47	46	47	13	31	49	14	40	20	17	18	33	37																																																				
51	14	35	47	0	29	24	16	39	20	37	7	14	11	43	40	1	2	47	38	0	10	43	50	23	5	33	9	18	31	28	3	30	36	17	10	32	43	20	7	28	29	34	1	30	5	22	11	50	49	43	13																																																							
100	31	16	9	15	8	40	30	6	27	38	2	3	43	3	2	47	25	7	18	12	16	0	16	28	7	18	33	40	43	45	45	40	29	29	16	32	19	42	12	35	40	45	26	29	3	37	13	45	20	35	10	22	37	10	7	34	15	23	19	10	25	24	40	30	7	37	8	15	12	27	2	5	26	1	43	38	15	29	33	47	46	0	7	27	35	40	16	12	9	9	21	19	30	14	48	50	9	20	17	5						
44	38	28	46	32	16	7	17	26	11	33	31	4	43	23	0	22	14	34	22	6	22	10	30	3	7	14	1	45	12	23	40	29	32	48	6	36	2	13	29	20	24	29	11	3																																																														
92	7	0	37	30	8	5	19	43	17	45	20	6	27	30	50	28	28	27	49	22	24	22	13	23	6	12	49	36	45	17	1	34	23	47	43	12	44	5	43	18	20	33	33	40	43	23	17	10	17	26	45	6	16	11	40	21	32	15	24	6	5	43	6	19	10	18	41	12	18	11	30	21	17	30	2	22	8	44	22	22	33	49	20	14	26	24	3	32	9	3	45	36														
93	27	35	38	48	30	30	3	10	39	27	37	47	19	14	36	31	44	6	0	20	21	35	13	17	2	20	25	26	32	2	46	36	9	34	46	22	31	27	7	27	32	16	48	22	23	19	4	18	13	42	36	29	4	37	25	42	30	28	13	27	35	17	43	20	1	41	4	26	27	34	11	34	3	35	45	4	21	16	30	43	26	20	50	28	43	5	45	41	7	1	21	26	21													
72	47	31	42	13	1	24	46	3	45	21	21	36	43	7	17	22	5	18	45	21	35	3	31	10	19	28	37	27	21	14	38	37	8	15	10	5	21	25	49	6	5	15	16	6	50	1	26	48	3	44	50	38	47	46	25	16	24	41	25	35	21	12	44	48	3	46	15	19	2	4	1	36																																		
84	37	29	35	45	5	49	12	38	24	7	47	18	4	18	14	36	6	22	22	47	3	15	49	35	42	39	14	29	41	46	32	19	42	33	44	26	18	44	21	2	32	12	7	33	47	14	1	34	48	17	33	26	47	27	8	36	43	7	40	22	7	5	35	19	19	39	11	12	47	39	8	13	27	32	6	26	45	2	16	13	15	44	21	10																						
21	22	47	19	47	33	21	3	33	42	5	40	11	37	29	26	27	8	15	3	15	12																																																																																					
67	4	22	43	23	45	10	11	3	30	34	15	20	11	27	40	7	47	7	36	9	45	45	43	31	0	12	31	19	12	10	1	39	34	14	44	2	32	13	27	45	11	16	36	35	50	1	30	24	16	30	19	47	47	44	11	32	33	2	41	12	6	19	39	18	1	42	45																																							
37	21	33	25	26	35	26	18	42	4	18	22	46	30	38	43	45	32	3	9	4	48	1	7	43	35	0	22	47	23	34	46	39	42	43	33	28	32																																																																					
10	39	37	17	12	7	40	3	5	17	27																																																																																																
67	22	24	48	17	9	5	43	13	6	38	24	49	9	45	3	8	26	6	50	37	50	15	35	46	26	20	46	0	34	22	46	8	50	31	12	44	10	30	18	47	38	16	18	5	42	32	49	31	42	16	3	13	9	29	43	43	39	39	17	31	23	49	29	12	34	10	13																																							
74	13	35	17	21	38	44	34	46	26	6	8	12	21	0	17	0	34	24	50	13	5	17	28	27	26	29	9	14	26	4	34	29	3	45	36	0	11	25	12	35	24	45	19	34	7	10	44	34	32	31	45	40	28	22	39	7	1	0	27	22	17	4	14	37	37	9	21	3	32	12	32	30	34	7																																
87	40	1	6	33	26	24	33	43	40	23	12	0	45	31	44	30	34	20	21	1	5	29	22	39	21	13	20	34	15	34	21	25	0	16	20	27	39	0	15	2	13	33	44	23	43	14	26	33	3	22	12	42	34	13	17	9	24	25	5	47	9	45	23	4	42	9	1	1	9	6	21	8	13	34	28	28	37	24	43	31	40	4	46	9	10	32	35																			
54	47	15	28	11	8	49	17	32	10	3	45	31	23	20	11	10	6	47	18	30	1	35	6	24	42	6	29	43	31	4	47	3	17	10	35	29	5	4	6	31	49	25	26	0	20	40	18	32	20	15	39	46	23	33																																																				
59	39	37	11	42	35	31	33	43	10	7	43	35	40	42	46	23	5	17	27	38	36	42	8	17	15	29	12	27	39	35	43	36	28	2	1	37	43	33	12	38	37	49	24	33	28	19	1	16	25	18	13	26	30	24	30	43	29	24	24																																															
87	36	18	2	38	23	41	39	10	0	34	43	36	28	35	46	10	42	34	48	5	43	49	40	23	39	7	37	45	29	28	30	30	47	1	22	38	34	41	30	29	7	0	31	45	29	9	44	48	42	11	1	15	27	13	32	26	23	5	41	30	24	42	24	20	38	36	39	3	19	48	37	44	43	19	36	30	34	2	36	26	17	28	42	33	5	37	27																			
14	46	37	47	40	9	20	9	28	20	2	25	0	12	45																																																																																												
27	9	50	43	10	43	42	32	49	9	43	42	25	5	19	22	21	19	12	27	8	9	47	31	2	30	43	2																																																																															
10	34	45	10	43	30	25	42	17	1	40																																																																																																
73	40	19	5	27	12	12	10	31	22	22	42	34	13	20	12	10	14	1	44	42	32	48	40	19	8	4	48	38	43	32	9	42	2	46	5	11	9	6	38	50	8	9	16	33	40	24	20	0	46	14	29	29	12	16	13	4	45	0	23	35	18	39	47	35	22	24	43	13	3	4	46	42	16																																	
